112	1
183	1
187	1
193	1
205	1
182	1
153	1
200	1
181	1
161	1
211	1
180	1
121	1
192	1
124	1
144	1
134	1
156	1
154	1
151	1
82	1
118	1
116	1
79	1
138	1
125	1
195	1
99	1
47	1
34	1
23	1
40	1
18	1
119	1
2	1
3	1
19	1
89	1
139	1
59	1
30	1
11	1
7	1
97	1
70	1
101	1
84	1
63	1
63	1
92	1
94	1
96	1
65	1
96	1
42	1
56	1
38	1
51	1
67	1
71	1
115	1
57	1
58	1
61	1
46	1
39	1
3	1
29	1
4	1
31	1
12	1
1	1
62	1
73	1
77	1
87	1
36	1
32	1
53	1
24	1
6	1
10	1
5	1
8	1
123	1
159	1
159	1
191	1
208	1
165	1
163	1
227	1
209	1
204	1
130	1
213	1
173	1
108	1
130	1
175	1
174	1
141	1
142	1
172	1
201	1
196	1
221	1
219	1
220	1
212	1
212	1
235	1
55	1
189	1
22	1
232	1
152	1
16	1
