37.145	121.745
37.145	121.755
37.145	121.765
37.145	121.775
37.145	121.785
37.145	121.795
37.145	121.805
37.145	121.815
37.145	121.825
37.145	121.835
37.145	121.845
37.145	121.855
37.145	121.865
37.145	121.875
37.145	121.885
37.145	121.895
37.145	121.905
37.145	121.915
37.145	121.925
37.145	121.935
37.145	121.945
37.145	121.955
37.145	121.965
37.145	121.975
37.145	121.985
37.145	121.995
37.145	122.005
37.145	122.015
37.145	122.025
37.145	122.035
37.145	122.045
37.145	122.055
37.145	122.065
37.145	122.075
37.145	122.085
37.145	122.095
37.145	122.105
37.155	121.745
37.155	121.755
37.155	121.765
37.155	121.775
37.155	121.785
37.155	121.795
37.155	121.805
37.155	121.815
37.155	121.825
37.155	121.835
37.155	121.845
37.155	121.855
37.155	121.865
37.155	121.875
37.155	121.885
37.155	121.895
37.155	121.905
37.155	121.915
37.155	121.925
37.155	121.935
37.155	121.945
37.155	121.955
37.155	121.965
37.155	121.975
37.155	121.985
37.155	121.995
37.155	122.005
37.155	122.015
37.155	122.025
37.155	122.035
37.155	122.045
37.155	122.055
37.155	122.065
37.155	122.075
37.155	122.085
37.155	122.095
37.155	122.105
37.165	121.745
37.165	121.755
37.165	121.765
37.165	121.775
37.165	121.785
37.165	121.795
37.165	121.805
37.165	121.815
37.165	121.825
37.165	121.835
37.165	121.845
37.165	121.855
37.165	121.865
37.165	121.875
37.165	121.885
37.165	121.895
37.165	121.905
37.165	121.915
37.165	121.925
37.165	121.935
37.165	121.945
37.165	121.955
37.165	121.965
37.165	121.975
37.165	121.985
37.165	121.995
37.165	122.005
37.165	122.015
37.165	122.025
37.165	122.035
37.165	122.045
37.165	122.055
37.165	122.065
37.165	122.075
37.165	122.085
37.165	122.095
37.165	122.105
37.175	121.745
37.175	121.755
37.175	121.765
37.175	121.775
37.175	121.785
37.175	121.795
37.175	121.805
37.175	121.815
37.175	121.825
37.175	121.835
37.175	121.845
37.175	121.855
37.175	121.865
37.175	121.875
37.175	121.885
37.175	121.895
37.175	121.905
37.175	121.915
37.175	121.925
37.175	121.935
37.175	121.945
37.175	121.955
37.175	121.965
37.175	121.975
37.175	121.985
37.175	121.995
37.175	122.005
37.175	122.015
37.175	122.025
37.175	122.035
37.175	122.045
37.175	122.055
37.175	122.065
37.175	122.075
37.175	122.085
37.175	122.095
37.175	122.105
37.185	121.745
37.185	121.755
37.185	121.765
37.185	121.775
37.185	121.785
37.185	121.795
37.185	121.805
37.185	121.815
37.185	121.825
37.185	121.835
37.185	121.845
37.185	121.855
37.185	121.865
37.185	121.875
37.185	121.885
37.185	121.895
37.185	121.905
37.185	121.915
37.185	121.925
37.185	121.935
37.185	121.945
37.185	121.955
37.185	121.965
37.185	121.975
37.185	121.985
37.185	121.995
37.185	122.005
37.185	122.015
37.185	122.025
37.185	122.035
37.185	122.045
37.185	122.055
37.185	122.065
37.185	122.075
37.185	122.085
37.185	122.095
37.185	122.105
37.195	121.745
37.195	121.755
37.195	121.765
37.195	121.775
37.195	121.785
37.195	121.795
37.195	121.805
37.195	121.815
37.195	121.825
37.195	121.835
37.195	121.845
37.195	121.855
37.195	121.865
37.195	121.875
37.195	121.885
37.195	121.895
37.195	121.905
37.195	121.915
37.195	121.925
37.195	121.935
37.195	121.945
37.195	121.955
37.195	121.965
37.195	121.975
37.195	121.985
37.195	121.995
37.195	122.005
37.195	122.015
37.195	122.025
37.195	122.035
37.195	122.045
37.195	122.055
37.195	122.065
37.195	122.075
37.195	122.085
37.195	122.095
37.195	122.105
37.205	121.745
37.205	121.755
37.205	121.765
37.205	121.775
37.205	121.785
37.205	121.795
37.205	121.805
37.205	121.815
37.205	121.825
37.205	121.835
37.205	121.845
37.205	121.855
37.205	121.865
37.205	121.875
37.205	121.885
37.205	121.895
37.205	121.905
37.205	121.915
37.205	121.925
37.205	121.935
37.205	121.945
37.205	121.955
37.205	121.965
37.205	121.975
37.205	121.985
37.205	121.995
37.205	122.005
37.205	122.015
37.205	122.025
37.205	122.035
37.205	122.045
37.205	122.055
37.205	122.065
37.205	122.075
37.205	122.085
37.205	122.095
37.205	122.105
37.215	121.745
37.215	121.755
37.215	121.765
37.215	121.775
37.215	121.785
37.215	121.795
37.215	121.805
37.215	121.815
37.215	121.825
37.215	121.835
37.215	121.845
37.215	121.855
37.215	121.865
37.215	121.875
37.215	121.885
37.215	121.895
37.215	121.905
37.215	121.915
37.215	121.925
37.215	121.935
37.215	121.945
37.215	121.955
37.215	121.965
37.215	121.975
37.215	121.985
37.215	121.995
37.215	122.005
37.215	122.015
37.215	122.025
37.215	122.035
37.215	122.045
37.215	122.055
37.215	122.065
37.215	122.075
37.215	122.085
37.215	122.095
37.215	122.105
37.225	121.745
37.225	121.755
37.225	121.765
37.225	121.775
37.225	121.785
37.225	121.795
37.225	121.805
37.225	121.815
37.225	121.825
37.225	121.835
37.225	121.845
37.225	121.855
37.225	121.865
37.225	121.875
37.225	121.885
37.225	121.895
37.225	121.905
37.225	121.915
37.225	121.925
37.225	121.935
37.225	121.945
37.225	121.955
37.225	121.965
37.225	121.975
37.225	121.985
37.225	121.995
37.225	122.005
37.225	122.015
37.225	122.025
37.225	122.035
37.225	122.045
37.225	122.055
37.225	122.065
37.225	122.075
37.225	122.085
37.225	122.095
37.225	122.105
37.235	121.745
37.235	121.755
37.235	121.765
37.235	121.775
37.235	121.785
37.235	121.795
37.235	121.805
37.235	121.815
37.235	121.825
37.235	121.835
37.235	121.845
37.235	121.855
37.235	121.865
37.235	121.875
37.235	121.885
37.235	121.895
37.235	121.905
37.235	121.915
37.235	121.925
37.235	121.935
37.235	121.945
37.235	121.955
37.235	121.965
37.235	121.975
37.235	121.985
37.235	121.995
37.235	122.005
37.235	122.015
37.235	122.025
37.235	122.035
37.235	122.045
37.235	122.055
37.235	122.065
37.235	122.075
37.235	122.085
37.235	122.095
37.235	122.105
37.245	121.745
37.245	121.755
37.245	121.765
37.245	121.775
37.245	121.785
37.245	121.795
37.245	121.805
37.245	121.815
37.245	121.825
37.245	121.835
37.245	121.845
37.245	121.855
37.245	121.865
37.245	121.875
37.245	121.885
37.245	121.895
37.245	121.905
37.245	121.915
37.245	121.925
37.245	121.935
37.245	121.945
37.245	121.955
37.245	121.965
37.245	121.975
37.245	121.985
37.245	121.995
37.245	122.005
37.245	122.015
37.245	122.025
37.245	122.035
37.245	122.045
37.245	122.055
37.245	122.065
37.245	122.075
37.245	122.085
37.245	122.095
37.245	122.105
37.255	121.745
37.255	121.755
37.255	121.765
37.255	121.775
37.255	121.785
37.255	121.795
37.255	121.805
37.255	121.815
37.255	121.825
37.255	121.835
37.255	121.845
37.255	121.855
37.255	121.865
37.255	121.875
37.255	121.885
37.255	121.895
37.255	121.905
37.255	121.915
37.255	121.925
37.255	121.935
37.255	121.945
37.255	121.955
37.255	121.965
37.255	121.975
37.255	121.985
37.255	121.995
37.255	122.005
37.255	122.015
37.255	122.025
37.255	122.035
37.255	122.045
37.255	122.055
37.255	122.065
37.255	122.075
37.255	122.085
37.255	122.095
37.255	122.105
37.265	121.745
37.265	121.755
37.265	121.765
37.265	121.775
37.265	121.785
37.265	121.795
37.265	121.805
37.265	121.815
37.265	121.825
37.265	121.835
37.265	121.845
37.265	121.855
37.265	121.865
37.265	121.875
37.265	121.885
37.265	121.895
37.265	121.905
37.265	121.915
37.265	121.925
37.265	121.935
37.265	121.945
37.265	121.955
37.265	121.965
37.265	121.975
37.265	121.985
37.265	121.995
37.265	122.005
37.265	122.015
37.265	122.025
37.265	122.035
37.265	122.045
37.265	122.055
37.265	122.065
37.265	122.075
37.265	122.085
37.265	122.095
37.265	122.105
37.275	121.745
37.275	121.755
